sensor,feature,marg_rpm,marg_temp,marg_kappa,cond_rpm,cond_rpm_lo,cond_rpm_hi,cond_temp,cond_temp_lo,cond_temp_hi
US,US__spectral_kurtosis,-0.07163717472823333,-0.055554511143538224,-0.019655970191882925,-0.08466410273034788,-0.12045916326157019,-0.026744290694586857,-0.07841928370095641,-0.15095908943426414,-0.012973107375489564
US,US__spectral_flatness,0.0634038813365489,0.056207738329795254,0.01224485381415091,0.07807167466672611,0.017853613662159366,0.11492624634093648,0.0786431220987116,0.012168887686610216,0.14971279955922953
US,US_0-10kHz__rms,0.9047559276820243,0.09157978688226745,0.6038306322324466,0.9103424121139458,0.8507443659939182,0.9307190206141811,0.6338606169512548,0.5860301667288168,0.6699669129912009
US,US_0-10kHz__skewness,-0.21460563545828443,0.20556368158248345,-0.2801316482715743,-0.18460111544891636,-0.2704392999179406,-0.09242396625624755,0.1390510086099537,0.0961401829906979,0.24755869100015399
US,US_0-10kHz__kurtosis,-0.7694217958992398,-0.06554335985229089,-0.468242827219346,-0.7252186678350285,-0.7749019297677704,-0.6505493366688344,-0.5168517142419753,-0.5841239025403536,-0.4292362338319348
US,US_0-10kHz__crest_factor,-0.5663583674583458,-0.09638391331566516,-0.28704913303328033,-0.5430028959960208,-0.6578217508498283,-0.3319490201853088,-0.5056376043353231,-0.5978257009617652,-0.4015718680483617
US,US_0-10kHz__shape_factor,-0.4721931808825474,-0.03937187092829825,-0.2437584376667361,-0.4822387185970887,-0.5864573915551284,-0.23746487796255902,-0.40661337006481535,-0.4899997811409527,-0.25922587687888793
US,US_0-10kHz__margin_factor,-0.5440453621076576,-0.07544001227565396,-0.27954987983158797,-0.5491648810981602,-0.651854033684094,-0.32712590481979054,-0.4994383941956692,-0.6088236651323582,-0.3654500983284637
US,US_0-10kHz__mobility,-0.027176987190787743,-0.5930614828343043,0.37280716466121033,-0.1594904353636269,-0.29401425347359655,0.0497474975491215,-0.7938524264224355,-0.828560896830593,-0.6987459359818634
US,US_0-10kHz__complexity,0.14555547985932282,-0.45705701810279725,0.3672245040194474,0.06549486257645883,-0.02708680488481104,0.2787273782181241,-0.5949182956239714,-0.6754025274099502,-0.537038556358205
